DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2019-0281-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"South East Sulawesi, South Sulawesi,Central Sulawesi, East Kalimantan",Heavy rain,,No,No,Yes,,,Km2,,,,2019,6,3,2019,6,9,2,,55495,,55495,,,,,,,81.50030941,"[{""adm1_code"":1525,""adm1_name"":""Kalimantan Timur""},{""adm1_code"":1532,""adm1_name"":""Sulawesi Tengah""},{""adm1_code"":1533,""adm1_name"":""Sulawesi Tenggara""},{""adm1_code"":73620,""adm1_name"":""Sulawesi Selatan""}]","[{""gid_1"":""IDN.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Selatan""},{""gid_1"":""IDN.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Tengah""},{""gid_1"":""IDN.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Tenggara""},{""gid_1"":""IDN.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Timur""},{""gid_1"":""IDN.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Utara""}]",2019-06-24,2025-12-20
2022-0136-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Purworejo and Kebumen regencies (Java); Balikpapan City (East Kalimantan),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,14,2022,3,17,4,3,16000,,16003,,,,,,,93.29460735,"[{""adm2_code"":18041,""adm2_name"":""Kebumen""},{""adm2_code"":18055,""adm2_name"":""Purworejo""},{""adm2_code"":18130,""adm2_name"":""Kota Balikpapan""}]","[{""gid_2"":""IDN.10.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kebumen""},{""gid_2"":""IDN.10.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Purworejo""},{""gid_2"":""IDN.34.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Balikpapan""}]",2022-03-16,2025-12-20
2022-0120-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Banten Province (western Java), Central Java, East Java",Heavy rains,,No,No,No,,,Km2,,,,2022,2,26,2022,3,5,13,,31800,,31800,,,,,62000,66456,93.29460735,"[{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""},{""adm1_code"":1521,""adm1_name"":""Jawa Timur""},{""adm1_code"":73610,""adm1_name"":""Banten""}]","[{""gid_1"":""IDN.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Tengah""},{""gid_1"":""IDN.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Timur""},{""gid_1"":""IDN.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Banten""}]",2022-03-02,2025-12-20
2022-0011-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000006,,IDN,Indonesia,South-eastern Asia,Asia,Jayapura City (Papua Province); East Java,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,1,10,2022,1,11,10,,6500,,6500,,,,,,,93.29460735,"[{""adm2_code"":73685,""adm2_name"":""Jayapura""}]","[{""gid_2"":""IDN.23.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jayapura""}]",2022-01-12,2025-12-20
2021-0591-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kota Kinabalu, Penampang and Putatan Districts (Sabah state) ; Johor, Sarawak states",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,9,7,2021,9,17,2,,255,,255,,,,,,,86.38165694,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1902,""adm1_name"":""Sarawak""},{""adm2_code"":37409,""adm2_name"":""Kota Kinabalu""},{""adm2_code"":37416,""adm2_name"":""Penampang""}]","[{""gid_1"":""MYS.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sarawak""},{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_2"":""MYS.13.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Penampang""},{""gid_2"":""MYS.13.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Kota Kinabalu""}]",2021-09-17,2025-12-20
2022-0732-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kelantan, Pahang, Pulau Pinang, Perak, Selangor, Melaka, and Johor in the Malay Peninsula and Sabah State on Borneo Island",Heavy rains,,No,No,No,,,Km2,,,,2022,11,8,2022,11,15,,,3107,,3107,,,,,,,93.29460735,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1895,""adm1_name"":""Melaka""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1898,""adm1_name"":""Perak""},{""adm1_code"":1900,""adm1_name"":""Pulau Pinang""},{""adm1_code"":1901,""adm1_name"":""Sabah""},{""adm1_code"":1903,""adm1_name"":""Selangor""}]","[{""gid_1"":""MYS.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pulau Pinang""},{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""},{""gid_1"":""MYS.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Selangor""},{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_1"":""MYS.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kelantan""},{""gid_1"":""MYS.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Melaka""},{""gid_1"":""MYS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pahang""},{""gid_1"":""MYS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Perak""}]",2022-11-10,2025-12-20
2016-0345-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4394|GLIDE:FL-2016-000103,,IDN,Indonesia,South-eastern Asia,Asia,"Garut, Sumedang districts (Jawa Barat)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,32276.01,Km2,-7.042,108.238,Ciamanuk river,2016,9,20,2016,9,22,53,,,8920,8920,,,,,22000,28754,76.5112162,"[{""adm2_code"":18012,""adm2_name"":""Garut""},{""adm2_code"":18027,""adm2_name"":""Sumedang""}]","[{""gid_2"":""IDN.9.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Garut""},{""gid_2"":""IDN.9.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sumedang""}]",2016-11-14,2025-12-20
2017-0059-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Jakarta (Bekasi, Jakarta)",Heavy rains,,No,No,No,,40253.83,Km2,-7.029,107.162,,2017,2,21,2017,2,21,2,,400,,400,,,,,,,78.14100176,"[{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""}]","[{""gid_1"":""IDN.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jakarta Raya""}]",2017-03-02,2025-12-20
2019-0210-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Konawe, North Konawe, Konawe Island, East Kolaka regencies (Sulawesi, Kalimantan Islands)",Heavy rains,,No,No,No,,,Km2,,,,2019,6,9,2019,6,14,1,,52000,,52000,,,,,,,81.50030941,"[{""adm2_code"":73703,""adm2_name"":""Kolaka""},{""adm2_code"":73704,""adm2_name"":""Konawe Selatan""}]","[{""gid_2"":""IDN.28.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kolaka""},{""gid_2"":""IDN.28.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Konawe Selatan""}]",2019-06-14,2025-12-20
2017-0494-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4538,,IDN,Indonesia,South-eastern Asia,Asia,"Aceh Singkil district, Asahan Regency, Bandung Regency, Balangan Regency, Medan City, Pelalawan Regency, South Ogan Komering Ulu Regency, Tegal Regency",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,27067.56,Km2,-7.229,109.117,,2017,11,3,2017,11,17,9,,12000,,12000,,,,,,,78.14100176,"[{""adm2_code"":73627,""adm2_name"":""Aceh Singkil""},{""adm2_code"":18060,""adm2_name"":""Tegal""},{""adm2_code"":73635,""adm2_name"":""Balangan""},{""adm2_code"":18229,""adm2_name"":""Kota Medan""},{""adm2_code"":73633,""adm2_name"":""Asahan""},{""adm2_code"":73636,""adm2_name"":""Bandung""},{""adm2_code"":73825,""adm2_name"":""Pelalawan""},{""adm2_code"":73816,""adm2_name"":""Ogan Komering Ulu Selatan""}]","[{""gid_2"":""IDN.1.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Subulussalam""},{""gid_2"":""IDN.1.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Aceh Singkil""},{""gid_2"":""IDN.10.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tegal""},{""gid_2"":""IDN.13.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Balangan""},{""gid_2"":""IDN.24.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pelalawan""},{""gid_2"":""IDN.31.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ogan Komering Ulu Selatan""},{""gid_2"":""IDN.32.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Asahan""},{""gid_2"":""IDN.32.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Batu Bara""},{""gid_2"":""IDN.32.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Medan""},{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""}]",2017-11-28,2025-12-20
2018-0166-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4584,,IDN,Indonesia,South-eastern Asia,Asia,West Nusa Tenggara,Torrential Rain,,No,No,No,,3938.29,Km2,-8.497,118.569,,2018,3,5,2018,3,6,,,3000,,3000,,,,,,,80.04959626,"[{""adm1_code"":1533,""adm1_name"":""Sulawesi Tenggara""}]","[{""gid_1"":""IDN.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Tenggara""}]",2018-05-23,2025-12-20
2018-0454-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Sukabumi (Java),Heavy rains,,No,No,No,,,,,,,2018,12,31,2019,1,1,33,,,,,,,,,,,80.04959626,"[{""adm2_code"":18026,""adm2_name"":""Sukabumi""}]","[{""gid_2"":""IDN.9.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sukabumi""}]",2019-01-02,2025-12-20
2019-0013-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2019-000011,,IDN,Indonesia,South-eastern Asia,Asia,"Jenepoto, Maros, Gowa, Makassar-city, Soppeng, Wajo, Barru, Pangkep, Sidra, Bantaeng, Takalar, Selayar, Sinjai districts (Celebes Isl., Sulawesi province)",Heavy rains,Flood,No,No,No,,,,,,,2019,1,21,2019,1,23,84,47,6596,,6643,,,,,,,81.50030941,"[{""adm2_code"":18167,""adm2_name"":""Bantaeng""},{""adm2_code"":18168,""adm2_name"":""Barru""},{""adm2_code"":18172,""adm2_name"":""Gowa""},{""adm2_code"":18173,""adm2_name"":""Jeneponto""},{""adm2_code"":18182,""adm2_name"":""Selayar""},{""adm2_code"":18184,""adm2_name"":""Sinjai""},{""adm2_code"":18185,""adm2_name"":""Soppeng""},{""adm2_code"":18186,""adm2_name"":""Takalar""},{""adm2_code"":18188,""adm2_name"":""Wajo""},{""adm2_code"":73735,""adm2_name"":""Kota Makasar""},{""adm2_code"":73792,""adm2_name"":""Maros""}]","[{""gid_2"":""IDN.26.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Makassar""},{""gid_2"":""IDN.26.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Maros""},{""gid_2"":""IDN.26.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sinjai""},{""gid_2"":""IDN.26.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bantaeng""},{""gid_2"":""IDN.26.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Soppeng""},{""gid_2"":""IDN.26.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Takalar""},{""gid_2"":""IDN.26.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wajo""},{""gid_2"":""IDN.26.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Barru""},{""gid_2"":""IDN.26.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gowa""},{""gid_2"":""IDN.26.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jeneponto""},{""gid_2"":""IDN.26.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kepulauan Selayar""}]",2019-01-23,2025-12-20
2019-0168-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Bengkulu city, Kaur, North Bengkulu, Central Bengkulu, South Bengkulu, Seluma, Kapahiang, Lebong, Rejang Lebong districts (Bengkulu Province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,4,25,2019,5,27,18,2,13000,,13002,,,,,15000,18405,81.50030941,"[{""adm2_code"":73653,""adm2_name"":""Bengkulu Selatan""},{""adm2_code"":73654,""adm2_name"":""Bengkulu Utara""},{""adm2_code"":73692,""adm2_name"":""Kaur""},{""adm2_code"":73712,""adm2_name"":""Kota Bengkulu""},{""adm2_code"":73774,""adm2_name"":""Lebong""},{""adm2_code"":73834,""adm2_name"":""Rejanglebong""},{""adm2_code"":73844,""adm2_name"":""Seluma""},{""adm2_code"":73882,""adm2_name"":""Kepahiang""}]","[{""gid_2"":""IDN.5.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Seluma""},{""gid_2"":""IDN.5.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bengkulu Selatan""},{""gid_2"":""IDN.5.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bengkulu Tengah""},{""gid_2"":""IDN.5.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bengkulu Utara""},{""gid_2"":""IDN.5.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Bengkulu""},{""gid_2"":""IDN.5.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kaur""},{""gid_2"":""IDN.5.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kepahiang""},{""gid_2"":""IDN.5.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lebong""},{""gid_2"":""IDN.5.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rejang Lebong""}]",2019-05-06,2025-12-20
2019-0523-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"North Sumatra, and Aceh provinces (Sumatra Island)",,,No,No,No,,,Km2,,,,2019,10,26,2019,10,27,,,9435,,9435,,,,,,,81.50030941,"[{""adm1_code"":1512,""adm1_name"":""Nangroe Aceh Darussalam""},{""adm1_code"":1537,""adm1_name"":""Sumatera Utara""}]","[{""gid_1"":""IDN.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Aceh""},{""gid_1"":""IDN.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sumatera Utara""}]",2019-10-29,2025-12-20
2019-0578-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4833|GLIDE:FL-2019-000162,,MYS,Malaysia,South-eastern Asia,Asia,"Johor state; Kota Bharu, Pasir Mas, Tumpat, Bachok, Tanah Merah, Pasir Puteh, Kuala Krai, Machang, Jeli districts (Kelantan state); Pahang state; Marang, Dungun, Kemaman, Hulu Terengganu, Setiu, Besut, Kuala Nerus districts (Terengganu state)",Heavy rains,,No,No,No,,38171.31,Km2,4.415,102.584,,2019,11,30,2019,12,6,2,,15000,,15000,,,,,,,81.50030941,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1894,""adm1_name"":""Kuala Lumpur""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm2_code"":37356,""adm2_name"":""Bachok""},{""adm2_code"":37358,""adm2_name"":""Jeli""},{""adm2_code"":37359,""adm2_name"":""Kota Bharu""},{""adm2_code"":37360,""adm2_name"":""Kuala Krai""},{""adm2_code"":37361,""adm2_name"":""Machang""},{""adm2_code"":37362,""adm2_name"":""Pasir Mas""},{""adm2_code"":37363,""adm2_name"":""Pasir Puteh""},{""adm2_code"":37364,""adm2_name"":""Tanah Merah""},{""adm2_code"":37365,""adm2_name"":""Tumpat""},{""adm2_code"":37463,""adm2_name"":""Besut""},{""adm2_code"":37464,""adm2_name"":""Dungun""},{""adm2_code"":37465,""adm2_name"":""Hulu Terengganu""},{""adm2_code"":37466,""adm2_name"":""Kemaman""},{""adm2_code"":37467,""adm2_name"":""Kuala Terengganu""},{""adm2_code"":37468,""adm2_name"":""Marang""},{""adm2_code"":37469,""adm2_name"":""Setiu""}]","[{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_1"":""MYS.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kuala Lumpur""},{""gid_1"":""MYS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pahang""},{""gid_2"":""MYS.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Besut""},{""gid_2"":""MYS.16.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dungun""},{""gid_2"":""MYS.16.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hulu Terengganu""},{""gid_2"":""MYS.16.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kemaman""},{""gid_2"":""MYS.16.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuala Terengganu""},{""gid_2"":""MYS.16.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Marang""},{""gid_2"":""MYS.16.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Setiu""},{""gid_2"":""MYS.3.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tumpat""},{""gid_2"":""MYS.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bachok""},{""gid_2"":""MYS.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jeli""},{""gid_2"":""MYS.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Bharu""},{""gid_2"":""MYS.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuala Krai""},{""gid_2"":""MYS.3.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Machang""},{""gid_2"":""MYS.3.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasir Mas""},{""gid_2"":""MYS.3.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasir Putih""},{""gid_2"":""MYS.3.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tanah Merah""}]",2019-12-04,2025-12-20
2019-0631-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Terengganu, Kelantan",Heavy rains,,No,No,No,,,Km2,,,"Kuala Ping, Sungai Nerus( in Kampung Langkap), Sungai Setiu (in Kampung Besut) and Sungai Dungun (in Kuala Jengai)",2019,12,18,2019,12,19,,,4065,,4065,,,,,,,81.50030941,"[{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]","[{""gid_1"":""MYS.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Trengganu""},{""gid_1"":""MYS.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kelantan""}]",2019-12-23,2025-12-20
2019-0657-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Rokan Hulu, Kampar, Pelalawan, Kuantan Singingi, Indragiri Hulu and Rokan Hilir districts (Riau province)",,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2019,12,19,2019,12,21,6,,60000,,60000,,,,,,,81.50030941,"[{""adm2_code"":18162,""adm2_name"":""Indragiri Hilir""},{""adm2_code"":73684,""adm2_name"":""Indragiri Hulu""},{""adm2_code"":73688,""adm2_name"":""Kampar""},{""adm2_code"":73764,""adm2_name"":""Kuantan Singingi""},{""adm2_code"":73825,""adm2_name"":""Pelalawan""},{""adm2_code"":73836,""adm2_name"":""Rokanhulu""}]","[{""gid_2"":""IDN.24.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rokan Hulu""},{""gid_2"":""IDN.24.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Indragiri Hilir""},{""gid_2"":""IDN.24.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Indragiri Hulu""},{""gid_2"":""IDN.24.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kampar""},{""gid_2"":""IDN.24.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuantan Singingi""},{""gid_2"":""IDN.24.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pelalawan""}]",2020-01-22,2025-12-20
2020-0059-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Lima Puluh Kota Regency (West Sumatra Province), West Bandung Regency (West Java) ; Pasaman and Solok Regencies",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2020,2,13,2020,2,26,6,,115000,,115000,,,,,10000,12120,82.50568385,"[{""adm2_code"":18207,""adm2_name"":""Kota Solok""},{""adm2_code"":18208,""adm2_name"":""Limapuluhkoto""},{""adm2_code"":73745,""adm2_name"":""Kota Pasaman""},{""adm2_code"":18015,""adm2_name"":""Kota Bandung""},{""adm2_code"":73636,""adm2_name"":""Bandung""}]","[{""gid_2"":""IDN.30.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasaman""},{""gid_2"":""IDN.30.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Kota Solok""},{""gid_2"":""IDN.30.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lima Puluh Kota""},{""gid_2"":""IDN.9.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Bandung""},{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""}]",2020-02-13,2025-12-20
