DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2025-1053-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Sampang, Jember Regencies ; Banyuwangi, (Java); Banjar Regencies (Kalimantan)",Heavy rain,,No,No,No,,,Km2,,,,2025,12,16,2025,12,18,,,15745,,15745,,,,,,,,,"[{""gid_2"":""IDN.11.2_1"",""name_2"":""Banyuwangi""},{""gid_2"":""IDN.11.31_1"",""name_2"":""Sampang""},{""gid_2"":""IDN.11.8_1"",""name_2"":""Jember""},{""gid_2"":""IDN.13.3_1"",""name_2"":""Banjar""}]",2025-12-18,2026-01-15
2025-1061-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"West Nusa Tenggara, North Sulawesi, North Sumatra, and East Java provinces",Heavy rain,,No,No,No,,,Km2,,,,2025,12,21,2025,12,23,,,2000,,2000,,,,,,,,,"[{""gid_1"":""IDN.11_1"",""name_1"":""Jawa Timur""},{""gid_1"":""IDN.20_1"",""name_1"":""Nusa Tenggara Barat""},{""gid_1"":""IDN.29_1"",""name_1"":""Sulawesi Utara""},{""gid_1"":""IDN.32_1"",""name_1"":""Sumatera Utara""}]",2025-12-23,2026-01-15
2022-0847-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Kupang Regency in East Nusa Tenggara Province (western Timor Island); Central Kupang, Sulamu, Takari, and Kupang Fatuleu sub-districts",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,12,25,2022,12,26,1,,2990,220,3210,,,,,,,93.29460735,,"[{""gid_2"":""IDN.21.5_1"",""name_2"":""Kota Kupang""},{""gid_2"":""IDN.21.6_1"",""name_2"":""Kupang""}]",2023-01-05,2026-01-16
2023-0854-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Johor, Kelantan, Pahang, Sabah, and Terengganu states",Heavy rains,,No,No,No,,,Km2,,,,2023,12,22,2023,12,25,2,,25676,,25676,,,,,,,97.13499264,,"[{""gid_1"":""MYS.13_1"",""name_1"":""Sabah""},{""gid_1"":""MYS.16_1"",""name_1"":""Trengganu""},{""gid_1"":""MYS.1_1"",""name_1"":""Johor""},{""gid_1"":""MYS.3_1"",""name_1"":""Kelantan""},{""gid_1"":""MYS.8_1"",""name_1"":""Pahang""}]",2024-01-02,2026-01-16
2022-0845-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Kendal, Grobogan, Jepara, Pati, Pekalongan, Demak, Semarang City, Kudus, and Pekalongan City (Central Java province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,12,26,2023,1,1,,,545,196200,196745,,,,,,,93.29460735,,"[{""gid_2"":""IDN.10.10_1"",""name_2"":""Jepara""},{""gid_2"":""IDN.10.13_1"",""name_2"":""Kendal""},{""gid_2"":""IDN.10.16_1"",""name_2"":""Kota Pekalongan""},{""gid_2"":""IDN.10.17_1"",""name_2"":""Kota Semarang""},{""gid_2"":""IDN.10.19_1"",""name_2"":""Kudus""},{""gid_2"":""IDN.10.21_1"",""name_2"":""Pati""},{""gid_2"":""IDN.10.22_1"",""name_2"":""Pekalongan""},{""gid_2"":""IDN.10.8_1"",""name_2"":""Demak""},{""gid_2"":""IDN.10.9_1"",""name_2"":""Grobogan""}]",2023-01-05,2026-01-16
2001-0046-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Sangihe chains (Kepulauan-sangihe district, Sulawesi Utara province)",,,No,No,No,,,,,,,2001,1,22,2001,1,22,63,,,,,,,,,,,56.44657635,"[{""adm2_code"":73699,""adm2_name"":""Kepulauan-sangihe""}]",,2003-07-01,2023-09-25
2024-0898-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Sukabumi regency (West Java province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,12,3,2024,12,10,12,,10160,,10160,,,,,,,100,,"[{""gid_2"":""IDN.9.24_1"",""name_2"":""Sukabumi""}]",2024-12-11,2026-01-19
2022-0736-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Lampung Province (the southernmost Province of Sumatra); Tangerang Regency (Banten Province, northern Java); Bandung Regencies (West Java Province); Pesawaran Regency (Lampung Province, southern Sumatra)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,11,7,2022,11,14,3,,7000,,7000,,,,,,,93.29460735,,"[{""gid_1"":""IDN.17_1"",""name_1"":""Lampung""},{""gid_2"":""IDN.4.3_1"",""name_2"":""Kota Tangerang""},{""gid_2"":""IDN.9.2_1"",""name_2"":""Bandung""}]",2022-11-14,2026-01-20
2022-0809-MYS,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,MYS,Malaysia,South-eastern Asia,Asia,Batang Kali (near Kuala Lumpur),Heavy rains,,No,No,No,,,,,,,2022,12,16,2022,12,16,33,,94,,94,,,,,,,93.29460735,,"[{""gid_2"":""MYS.15.3_1"",""name_2"":""Hulu Selangor""}]",2022-12-21,2026-01-20
2001-0649-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Kuala Lumpur province,,,No,No,No,,,Km2,,,,2001,10,30,2001,10,30,,,200,,200,,,,,,,56.44657635,"[{""adm1_code"":1894,""adm1_name"":""Kuala Lumpur""}]",,2003-07-01,2023-09-25
2022-0782-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Eastern Java Island,Heavy rains,Storm,No,No,No,,,Km2,,,,2022,11,25,2022,11,27,1,,12500,,12500,,,,,,,93.29460735,,"[{""gid_1"":""IDN.11_1"",""name_1"":""Jawa Timur""}]",2022-11-29,2026-01-20
2022-0732-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Batu Bara Regency (North Sumatra),Heavy rains,,No,No,No,,,Km2,,,,2022,11,8,2022,11,10,,,4580,,4580,,,,,,,93.29460735,,"[{""gid_2"":""IDN.32.2_1"",""name_2"":""Batu Bara""}]",2022-11-10,2026-01-29
2019-0167-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"South Jakarta, East Jakarta",Heavy rains,,No,No,No,,,Km2,,,Ciliwung river,2019,4,25,2019,4,26,2,,2258,,2258,,,,,,,81.50030941,"[{""adm2_code"":73724,""adm2_name"":""Kota Jakarta Selatan""},{""adm2_code"":73725,""adm2_name"":""Kota Jakarta Timur""}]","[{""gid_2"":""IDN.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jakarta Selatan""},{""gid_2"":""IDN.7.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jakarta Timur""}]",2019-05-06,2025-12-20
2018-0068-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4558,,MYS,Malaysia,South-eastern Asia,Asia,"Kuantan, Rompin, Pekan, Jerantut, Lipis, Bera districts (Pahang state), Johor, Terengganu states",Monsoonal rains,,No,No,No,,117492.07,Km2,3.659,102.337,"Junjung, Pahang, Pahang di Lubuk Paku rivers",2018,1,1,2018,1,5,2,,12000,,12000,,,,,,,80.04959626,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1901,""adm1_name"":""Sabah""},{""adm2_code"":37380,""adm2_name"":""Jerantut""},{""adm2_code"":37381,""adm2_name"":""Kuantan""},{""adm2_code"":37382,""adm2_name"":""Lipis""},{""adm2_code"":37384,""adm2_name"":""Pekan""},{""adm2_code"":37386,""adm2_name"":""Rompin""},{""adm2_code"":37401,""adm2_name"":""Seberang Perai Selatan""},{""adm2_code"":37404,""adm2_name"":""Timur Laut""},{""adm2_code"":37464,""adm2_name"":""Dungun""},{""adm2_code"":37466,""adm2_name"":""Kemaman""}]","[{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""},{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_2"":""MYS.11.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Seberang Perai Selatan""},{""gid_2"":""MYS.11.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Timur Laut""},{""gid_2"":""MYS.16.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dungun""},{""gid_2"":""MYS.16.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kemaman""},{""gid_2"":""MYS.8.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rompin""},{""gid_2"":""MYS.8.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jerantut""},{""gid_2"":""MYS.8.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuantan""},{""gid_2"":""MYS.8.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lipis""},{""gid_2"":""MYS.8.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pekan""}]",2018-02-28,2025-12-20
2025-0509-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Bogor, West Java and East Jakarta",Heavy rainfall and overflow of rivers,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,7,5,2025,7,6,4,3,1362,,1365,,,,,,,,,,2025-07-11,2026-02-04
2018-0121-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"West Sulawesi, East Kalimantan, North Suamatra",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2018,3,22,2018,3,26,3,1,12000,,12001,,,,,,,80.04959626,"[{""adm1_code"":1525,""adm1_name"":""Kalimantan Timur""},{""adm1_code"":1537,""adm1_name"":""Sumatera Utara""},{""adm1_code"":73619,""adm1_name"":""Sulawesi Barat""}]","[{""gid_1"":""IDN.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Barat""},{""gid_1"":""IDN.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sumatera Utara""},{""gid_1"":""IDN.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Timur""},{""gid_1"":""IDN.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Utara""}]",2018-04-16,2025-12-20
2022-0324-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Cipelang Village (Bogor Regency, West Java Province), Medan City (North Sumatra Province); Central Java Province; Central and North Kalimantan Province",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,5,21,2022,5,24,,1,17200,,17201,,,,,,,93.29460735,,"[{""gid_1"":""IDN.10_1"",""name_1"":""Jawa Tengah""},{""gid_1"":""IDN.14_1"",""name_1"":""Kalimantan Tengah""},{""gid_1"":""IDN.35_1"",""name_1"":""Kalimantan Utara""},{""gid_2"":""IDN.32.9_1"",""name_2"":""Kota Medan""},{""gid_2"":""IDN.9.5_1"",""name_2"":""Bogor""}]",2022-05-30,2026-02-10
2022-0694-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Karangasem Regency (eastern Bali); Bangli Regency (eastern Bali); Jembrana Regency (western Bali),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,10,3,2022,10,21,5,3,200,,203,,,,,,,93.29460735,,"[{""gid_2"":""IDN.2.2_1"",""name_2"":""Bangli""},{""gid_2"":""IDN.2.6_1"",""name_2"":""Jembrana""},{""gid_2"":""IDN.2.7_1"",""name_2"":""Karangasem""}]",2022-10-21,2026-02-11
2022-0418-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"South Sulawesi, Central Sulawesi and Gorontalo provinces; Maluku Archipelago",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,7,5,2022,7,12,7,,3126,,3126,,,,,,,93.29460735,,"[{""gid_1"":""IDN.18_1"",""name_1"":""Maluku Utara""},{""gid_1"":""IDN.19_1"",""name_1"":""Maluku""},{""gid_1"":""IDN.26_1"",""name_1"":""Sulawesi Selatan""},{""gid_1"":""IDN.27_1"",""name_1"":""Sulawesi Tengah""},{""gid_1"":""IDN.6_1"",""name_1"":""Gorontalo""}]",2022-07-12,2026-02-11
2006-0069-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Lombok Barat, Lombok Tengah, Lombok Timur, Kota Mataram districts (Nusatenggara Barat province), Belu, Timor Tengah Selatan, Timor Tengah Utara, Kupang, Rotendao, Kota Kupang districts (Nusatenggara Timur province), Bali province",Heavy rains,,No,No,No,,,,-8.44,117.29,,2006,1,22,2006,1,27,11,,3000,,3000,,,,,10943,17028,64.26483222,"[{""adm1_code"":1513,""adm1_name"":""Bali""},{""adm2_code"":18145,""adm2_name"":""Lombok Barat""},{""adm2_code"":18146,""adm2_name"":""Lombok Tengah""},{""adm2_code"":18147,""adm2_name"":""Lombok Timur""},{""adm2_code"":73736,""adm2_name"":""Kota Mataram""},{""adm2_code"":18150,""adm2_name"":""Belu""},{""adm2_code"":18159,""adm2_name"":""Timor Tengah Selatan""},{""adm2_code"":18160,""adm2_name"":""Timor Tengah Utara""},{""adm2_code"":73731,""adm2_name"":""Kota Kupang""},{""adm2_code"":73765,""adm2_name"":""Kupang""},{""adm2_code"":73837,""adm2_name"":""Rotendao""}]","[{""gid_1"":""IDN.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bali""},{""gid_2"":""IDN.20.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Barat""},{""gid_2"":""IDN.20.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lombok Tengah""},{""gid_2"":""IDN.20.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lombok Timur""},{""gid_2"":""IDN.20.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Utara""},{""gid_2"":""IDN.20.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mataram""},{""gid_2"":""IDN.21.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rote Ndao""},{""gid_2"":""IDN.21.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sabu Raijua""},{""gid_2"":""IDN.21.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Timor Tengah Selatan""},{""gid_2"":""IDN.21.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Timor Tengah Utara""},{""gid_2"":""IDN.21.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Belu""},{""gid_2"":""IDN.21.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Kota Kupang""},{""gid_2"":""IDN.21.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kota Kupang""},{""gid_2"":""IDN.21.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kupang""}]",2007-01-04,2025-12-20
2025-0194-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Johor Bahru, Kulai, Pontian, Kota Tinggi, Kluang, Batu Pahat, and Iskandar Puteri (Johor state); Sabah and Sarawak states",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,3,20,2025,3,21,,,11071,,11071,,,,,,,,,,2025-03-20,2026-02-16
2021-0302-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang, and Margarahayu sub-districts (Bandung Regency, West Java Province)",Heavy rains,,No,No,No,,,Km2,,,Citarum River,2021,5,25,2021,5,25,,,59800,,59800,,,,,,,86.38165694,"[{""adm2_code"":18015,""adm2_name"":""Kota Bandung""},{""adm2_code"":73636,""adm2_name"":""Bandung""},{""adm2_code"":73718,""adm2_name"":""Kota Cimahi""}]","[{""gid_2"":""IDN.9.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Bandung""},{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Cimahi""}]",2021-06-21,2025-12-20
2007-0016-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2007-000015,,IDN,Indonesia,South-eastern Asia,Asia,"Tahuna, Dumuhung, Soa Taloara villages (Kepulauan-sangihe district, Sulawesi Utara province)",,Flood,No,No,No,,,,3.56,125.54,,2007,1,12,2007,1,14,32,,3990,,3990,,,,,,,66.09810297,"[{""adm2_code"":73699,""adm2_name"":""Kepulauan-sangihe""}]",,2007-12-10,2025-06-25
2008-0189-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2008-000257,,IDN,Indonesia,South-eastern Asia,Asia,"Puncakjaya, Mimika districts (Papua province)",,,No,No,No,,,,-4.4831667,137.69,,2008,5,5,2008,5,5,21,,,,,,,,,,,68.63567228,"[{""adm2_code"":73797,""adm2_name"":""Mimika""},{""adm2_code"":73832,""adm2_name"":""Puncakjaya""}]",,2008-07-04,2025-06-25
2019-0022-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Kebumen (Banyumas district); Mojokerto, Bojonegoro, Purworedjo, Cilacap districts (Central Java)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,1,17,2019,1,17,2,,2650,,2650,,,,,,,81.50030941,"[{""adm2_code"":18036,""adm2_name"":""Cilacap""},{""adm2_code"":18041,""adm2_name"":""Kebumen""},{""adm2_code"":18055,""adm2_name"":""Purworejo""},{""adm2_code"":18067,""adm2_name"":""Bojonegoro""},{""adm2_code"":18086,""adm2_name"":""Mojokerto""}]","[{""gid_2"":""IDN.10.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kebumen""},{""gid_2"":""IDN.10.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Purworejo""},{""gid_2"":""IDN.10.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cilacap""},{""gid_2"":""IDN.11.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mojokerto""},{""gid_2"":""IDN.11.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bojonegoro""}]",2019-01-25,2025-12-20
2013-0086-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Cililin village (Bandung district, Jawa Barat province)",Torrential rain,,No,No,No,,,,,,,2013,3,25,2013,3,25,13,,,,,,,,,,,74.26372907,"[{""adm2_code"":73636,""adm2_name"":""Bandung""}]","[{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""}]",2013-04-08,2025-12-20
2012-0249-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Kel Karang Panjang, Kel Kudamati villages (Kota Ambon district, Malaku province)",Heavy rains,,No,No,No,,,,,,,2012,5,24,2012,5,27,20,100,115,,215,,,,,,,73.19159161,"[{""adm2_code"":18139,""adm2_name"":""Kota Ambon""}]",,2013-03-27,2023-09-25
2021-0185-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"West Java, North Sumatra, western Lesser Sunda Islands, Aceh provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,3,25,2021,3,31,,,75506,,75506,,,,,,,86.38165694,"[{""adm1_code"":1512,""adm1_name"":""Nangroe Aceh Darussalam""},{""adm1_code"":1537,""adm1_name"":""Sumatera Utara""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]","[{""gid_1"":""IDN.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Aceh""},{""gid_1"":""IDN.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sumatera Utara""},{""gid_1"":""IDN.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Barat""}]",2021-04-08,2025-12-20
2021-0823-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Padang Pariaman Regency (West Sumatra); Mamuju Regency (West Sulawesi),Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2021,12,18,2021,12,19,,,43000,,43000,,,,,,,86.38165694,"[{""adm2_code"":73819,""adm2_name"":""Padangpariaman""},{""adm2_code"":73786,""adm2_name"":""Mamuju""}]","[{""gid_2"":""IDN.25.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mamuju""},{""gid_2"":""IDN.30.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Padang Pariaman""}]",2021-12-21,2025-12-20
2020-0014-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Samarinda City (East Kalimantan Province, Borneo Island)",Heavy rains,,No,No,No,,,Km2,,,,2020,1,14,2020,1,15,,,7213,,7213,,,,,,,82.50568385,"[{""adm2_code"":18131,""adm2_name"":""Kota Samarinda""}]",,2020-01-16,2024-04-12
2020-0224-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Tegal City, Pekalongan City (Central Java Province) Sorong City (West Papua Province)",,,No,No,No,,,Km2,,,,2020,6,3,2020,6,5,,,1835,,1835,,,,,,,82.50568385,"[{""adm2_code"":18044,""adm2_name"":""Kota Pekalongan""},{""adm2_code"":18048,""adm2_name"":""Kota Tegal""},{""adm2_code"":73751,""adm2_name"":""Kota Sorong""}]",,2020-06-08,2024-04-18
2000-0469-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Banggai city (Banggai Kepulauan district, Sulawesi Tengah province)",,,No,No,No,,,,,,,2000,6,24,2000,6,24,,,,520,520,,,,,,,54.89515197,"[{""adm2_code"":73637,""adm2_name"":""Banggai Kepulauan""}]","[{""gid_2"":""IDN.27.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Banggai Kepulauan""}]",2003-07-01,2025-12-20
2021-0788-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Hulu Sungai Tengah and Banjarmasin (South Kalimantan); Makassar of South Sulawesi, North and West Lombok (West Nusa Tenggara); North Jakarta and Thousand Islands (Jakarta); Semarang of Central Java and Denpasar and Badung (Bali)","Heavy rains and high tides, and exacerbated by La Nina",,No,No,No,,,Km2,,,,2021,12,5,2021,12,7,6,8,78730,,78738,,,,,,,86.38165694,"[{""adm2_code"":17969,""adm2_name"":""Badung""},{""adm2_code"":73719,""adm2_name"":""Kota Denpasar""},{""adm2_code"":73726,""adm2_name"":""Kota Jakarta Utara""},{""adm2_code"":18046,""adm2_name"":""Kota Semarang""},{""adm2_code"":18057,""adm2_name"":""Semarang""},{""adm2_code"":18111,""adm2_name"":""Hulusungai Tengah""},{""adm2_code"":18113,""adm2_name"":""Kota Banjarmasin""},{""adm2_code"":18145,""adm2_name"":""Lombok Barat""},{""adm2_code"":73735,""adm2_name"":""Kota Makasar""}]",,2021-12-08,2023-09-25
2023-0041-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Aceh and West Sumatra Provinces,Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,1,20,2023,1,27,,,100000,,100000,,,,,,,97.13499264,,,2023-01-27,2024-01-23
